ORIGEN;DESTINO;VALOR
"111  Popular Bank Ltd. Inc.
";E033 BANK OF AMERICA;264479.81
"111  Popular Bank Ltd. Inc.
";E033 BANK OF AMERICA;21164131.3
"111  Popular Bank Ltd. Inc.
";E042 CITIBANK                                               ;17165326.38
"111  Popular Bank Ltd. Inc.
";E069 JP MORGAN CHASE ;13582612.7
"111  Popular Bank Ltd. Inc.
";E069 JP MORGAN CHASE ;5077966.69
"111  Popular Bank Ltd. Inc.
";E094 THE BANK OF NEW YORK                                   ;12023622.86
"111  Popular Bank Ltd. Inc.
";E104 WELLS FARGO                                            ;5054495.3
"111  Popular Bank Ltd. Inc.
";E104 WELLS FARGO                                            ;94948449.38
"111  Popular Bank Ltd. Inc.
";E104 WELLS FARGO                                            ;11838220.96
"111  Popular Bank Ltd. Inc.
";E104 WELLS FARGO                                            ;12518368.15
117  Bank of China Limited;A001  Banco Nacional de Panamá;6062982.72
117  Bank of China Limited;A001  Banco Nacional de Panamá;16050037.73
117  Bank of China Limited;A001  Banco Nacional de Panamá;0
117  Bank of China Limited;003  Banco General, S.A.;0
117  Bank of China Limited;182  Banistmo S.A.;431152.77
117  Bank of China Limited;182  Banistmo S.A.;40000000
117  Bank of China Limited;E034 BANK OF CHINA ;12105755.23
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;41915440.27
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;1345627.15
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;0
117  Bank of China Limited;E034 BANK OF CHINA ;36554383.08
119  Banco de Crédito del Perú;003  Banco General, S.A.;14859.78
119  Banco de Crédito del Perú;075  Bancolombia (Panamá), S.A.;12000000
119  Banco de Crédito del Perú;075  Bancolombia (Panamá), S.A.;5000000
119  Banco de Crédito del Perú;108  Banco de Occidente (Panamá), S.A.;5000000
119  Banco de Crédito del Perú;182  Banistmo S.A.;5000000
119  Banco de Crédito del Perú;182  Banistmo S.A.;10000000
119  Banco de Crédito del Perú;182  Banistmo S.A.;10000000
119  Banco de Crédito del Perú;E003 AMERICAN EXPRESS BANK;332.01
119  Banco de Crédito del Perú;E033 BANK OF AMERICA;4867457.54
119  Banco de Crédito del Perú;E104 WELLS FARGO                                            ;2918250.07
119  Banco de Crédito del Perú;E162 ATLANTIC SECURITY BANK ;574869.2
119  Banco de Crédito del Perú;E176 BANCO DE CREDITO DEL PERU;1045.83
119  Banco de Crédito del Perú;E176 BANCO DE CREDITO DEL PERU;5.01
119  Banco de Crédito del Perú;E176 BANCO DE CREDITO DEL PERU;318000000
127  Atlantic Security Bank;A001  Banco Nacional de Panamá;4346.4
127  Atlantic Security Bank;003  Banco General, S.A.;475723.42
127  Atlantic Security Bank;182  Banistmo S.A.;295979
127  Atlantic Security Bank;E162 ATLANTIC SECURITY BANK ;6575826.75
135    Multibank Inc.;A001  Banco Nacional de Panamá;2249733
135    Multibank Inc.;A001  Banco Nacional de Panamá;500000
135    Multibank Inc.;A001  Banco Nacional de Panamá;500000
135    Multibank Inc.;050  Banco Aliado S.A.;1000000
135    Multibank Inc.;050  Banco Aliado S.A.;1000000
135    Multibank Inc.;050  Banco Aliado S.A.;1000000
135    Multibank Inc.;173  MMG Bank Corporation;1433.2
135    Multibank Inc.;E005 BAC                                                    ;462574.11
135    Multibank Inc.;E017 BANCO DEL  ESTADO DE CHILE                             ;5000000
135    Multibank Inc.;E025 BANCO SABADELL                                         ;4309253.89
135    Multibank Inc.;E026 BANCO SANTANDER CENTRAL HISPANO                        ;4273964.15
135    Multibank Inc.;E033 BANK OF AMERICA;12043265.1
135    Multibank Inc.;E033 BANK OF AMERICA;5000000
135    Multibank Inc.;E033 BANK OF AMERICA;5000000
135    Multibank Inc.;E033 BANK OF AMERICA;5000000
135    Multibank Inc.;E033 BANK OF AMERICA;5000000
135    Multibank Inc.;E034 BANK OF CHINA ;7182.34
135    Multibank Inc.;E035 BARCLAYS BANK P.L.C.                                   ;2967616.24
135    Multibank Inc.;E045 COMMERZBANK                                            ;15000000
135    Multibank Inc.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5000000
135    Multibank Inc.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;5000000
135    Multibank Inc.;E048 CREDIT SUISSE                                          ;1832570.96
135    Multibank Inc.;E048 CREDIT SUISSE                                          ;72043.3
135    Multibank Inc.;E048 CREDIT SUISSE                                          ;3237088.57
135    Multibank Inc.;E048 CREDIT SUISSE                                          ;2561496.33
135    Multibank Inc.;E057 EFG BANK                                               ;388522.4
135    Multibank Inc.;E057 EFG BANK                                               ;111705.22
135    Multibank Inc.;E057 EFG BANK                                               ;530460.68
135    Multibank Inc.;E063 GOLDMAN SACHS ;2057631.31
135    Multibank Inc.;E077 MIZUHO CORPORATE BANK                                  ;10000000
135    Multibank Inc.;E078 MORGAN STANLEY                                         ;23612.82
135    Multibank Inc.;E078 MORGAN STANLEY                                         ;121258.37
135    Multibank Inc.;E089 STANDARD CHARTERED BANK                                ;7174.61
135    Multibank Inc.;E089 STANDARD CHARTERED BANK                                ;9926.04
135    Multibank Inc.;E089 STANDARD CHARTERED BANK                                ;1646161.01
135    Multibank Inc.;E090 SUMITOMO MITSUI BANKING                                ;10368.06
135    Multibank Inc.;E090 SUMITOMO MITSUI BANKING                                ;10000000
135    Multibank Inc.;E093 THE BANK OF MONTREAL                                   ;596372.38
135    Multibank Inc.;E094 THE BANK OF NEW YORK                                   ;636410.41
135    Multibank Inc.;E094 THE BANK OF NEW YORK                                   ;744841.49
135    Multibank Inc.;E094 THE BANK OF NEW YORK                                   ;1047831.22
135    Multibank Inc.;E094 THE BANK OF NEW YORK                                   ;24739053.24
135    Multibank Inc.;E101 UBS                                                    ;2373.18
135    Multibank Inc.;E101 UBS                                                    ;5131.42
135    Multibank Inc.;E101 UBS                                                    ;31423.36
135    Multibank Inc.;E101 UBS                                                    ;112718.43
135    Multibank Inc.;E101 UBS                                                    ;1182046.74
135    Multibank Inc.;E101 UBS                                                    ;3017744.51
135    Multibank Inc.;E101 UBS                                                    ;6013951.86
135    Multibank Inc.;E110 NATIONAL BANK OF CANADA;126831.92
135    Multibank Inc.;E110 NATIONAL BANK OF CANADA;488115.74
135    Multibank Inc.;E137 LANDESBANK BADEN-WÜRTTEMBERG;1140167
135    Multibank Inc.;E137 LANDESBANK BADEN-WÜRTTEMBERG;7000000
135    Multibank Inc.;E137 LANDESBANK BADEN-WÜRTTEMBERG;5000000
135    Multibank Inc.;E192 CHINA CONSTRUCTION BANK;5000000
135    Multibank Inc.;E192 CHINA CONSTRUCTION BANK;10000000
135    Multibank Inc.;E235 BANCO INBURSA, S.A.;12247.9
135    Multibank Inc.;E236 MULTIBANK CAYMAN, INC.;10000000
135    Multibank Inc.;E236 MULTIBANK CAYMAN, INC.;5500000
136  Metrobank, S.A.;A001  Banco Nacional de Panamá;10131760.67
136  Metrobank, S.A.;A001  Banco Nacional de Panamá;513780.67
136  Metrobank, S.A.;002  Caja de Ahorros;1000000
136  Metrobank, S.A.;002  Caja de Ahorros;2500000
136  Metrobank, S.A.;003  Banco General, S.A.;109759.77
136  Metrobank, S.A.;003  Banco General, S.A.;155556.36
136  Metrobank, S.A.;003  Banco General, S.A.;2000000
136  Metrobank, S.A.;003  Banco General, S.A.;3000000
136  Metrobank, S.A.;024  Banco Internacional de Costa Rica, S.A.;2500000
136  Metrobank, S.A.;024  Banco Internacional de Costa Rica, S.A.;2000000
136  Metrobank, S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;1000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;1000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;2000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;2000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;2000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;1000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;2000000
136  Metrobank, S.A.;050  Banco Aliado S.A.;1000000
136  Metrobank, S.A.;056  Towerbank International Inc.;2000000
136  Metrobank, S.A.;056  Towerbank International Inc.;1000000
136  Metrobank, S.A.;182  Banistmo S.A.;81356.15
136  Metrobank, S.A.;231  Banco Prival, S.A.;1000000
136  Metrobank, S.A.;231  Banco Prival, S.A.;1000000
136  Metrobank, S.A.;E042 CITIBANK                                               ;424953.29
136  Metrobank, S.A.;E042 CITIBANK                                               ;5665512.32
136  Metrobank, S.A.;E052 DEUTSCHE BANK                                          ;14537483.08
136  Metrobank, S.A.;E094 THE BANK OF NEW YORK                                   ;33326481.24
136  Metrobank, S.A.;E094 THE BANK OF NEW YORK                                   ;145621.19
136  Metrobank, S.A.;E094 THE BANK OF NEW YORK                                   ;9150000
140  Credicorp Bank S.A.;A001  Banco Nacional de Panamá;12627599.23
140  Credicorp Bank S.A.;A001  Banco Nacional de Panamá;2066816.67
140  Credicorp Bank S.A.;002  Caja de Ahorros;2000000
140  Credicorp Bank S.A.;002  Caja de Ahorros;1500000
140  Credicorp Bank S.A.;002  Caja de Ahorros;1500000
140  Credicorp Bank S.A.;024  Banco Internacional de Costa Rica, S.A.;1500000
140  Credicorp Bank S.A.;024  Banco Internacional de Costa Rica, S.A.;1500000
140  Credicorp Bank S.A.;050  Banco Aliado S.A.;2000000
140  Credicorp Bank S.A.;050  Banco Aliado S.A.;2000000
140  Credicorp Bank S.A.;050  Banco Aliado S.A.;1000000
140  Credicorp Bank S.A.;056  Towerbank International Inc.;2000000
140  Credicorp Bank S.A.;056  Towerbank International Inc.;1000000
140  Credicorp Bank S.A.;056  Towerbank International Inc.;1000000
140  Credicorp Bank S.A.;117  Bank of China Limited;284823.68
140  Credicorp Bank S.A.;117  Bank of China Limited;324279.65
140  Credicorp Bank S.A.;173  MMG Bank Corporation;2000000
140  Credicorp Bank S.A.;182  Banistmo S.A.;2954043.31
140  Credicorp Bank S.A.;196  Banco Delta, S.A.;1000000
140  Credicorp Bank S.A.;201  Banesco (Panamá), S.A.;3000000
140  Credicorp Bank S.A.;220  Banco Panamá, S.A.;1000000
140  Credicorp Bank S.A.;220  Banco Panamá, S.A.;1000000
140  Credicorp Bank S.A.;220  Banco Panamá, S.A.;1000000
140  Credicorp Bank S.A.;220  Banco Panamá, S.A.;1000000
140  Credicorp Bank S.A.;231  Banco Prival, S.A.;1000000
140  Credicorp Bank S.A.;231  Banco Prival, S.A.;1000000
140  Credicorp Bank S.A.;236  Unibank, S.A.;1000000
140  Credicorp Bank S.A.;E005 BAC                                                    ;3500000
140  Credicorp Bank S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;2000000
140  Credicorp Bank S.A.;E033 BANK OF AMERICA;819679.09
140  Credicorp Bank S.A.;E033 BANK OF AMERICA;2881745.74
140  Credicorp Bank S.A.;E033 BANK OF AMERICA;6420801.75
140  Credicorp Bank S.A.;E041 CAJA DE AHORROS DE GALICIA  (CAIXA GALICIA)            ;668397.81
140  Credicorp Bank S.A.;E042 CITIBANK                                               ;44496.17
140  Credicorp Bank S.A.;E042 CITIBANK                                               ;3868261.68
140  Credicorp Bank S.A.;E042 CITIBANK                                               ;3247251.47
140  Credicorp Bank S.A.;E042 CITIBANK                                               ;12561527.04
140  Credicorp Bank S.A.;E069 JP MORGAN CHASE ;27073668.11
140  Credicorp Bank S.A.;E076 MERRILL LYNCH                                          ;9242940.09
140  Credicorp Bank S.A.;E076 MERRILL LYNCH                                          ;3431.55
140  Credicorp Bank S.A.;E096 THE BANK OF NOVA SCOTIA (SCOTIABANK)                   ;34034448.14
140  Credicorp Bank S.A.;E098 THE ROYAL BANK OF CANADA                               ;526152.97
140  Credicorp Bank S.A.;E098 THE ROYAL BANK OF CANADA                               ;4524935.76
140  Credicorp Bank S.A.;E098 THE ROYAL BANK OF CANADA                               ;8382869
140  Credicorp Bank S.A.;E098 THE ROYAL BANK OF CANADA                               ;1524158
140  Credicorp Bank S.A.;E104 WELLS FARGO                                            ;2787751.17
140  Credicorp Bank S.A.;E104 WELLS FARGO                                            ;24093432.41
140  Credicorp Bank S.A.;E104 WELLS FARGO                                            ;8790328.59
140  Credicorp Bank S.A.;E229 BANKINTER;916978.89
140  Credicorp Bank S.A.;E231 UBI BANCA  Unione di Banche Italiane ;507802.24
148  Global Bank Corporation;A001  Banco Nacional de Panamá;3999268.82
148  Global Bank Corporation;002  Caja de Ahorros;5000000
148  Global Bank Corporation;003  Banco General, S.A.;458957.43
148  Global Bank Corporation;003  Banco General, S.A.;203.07
148  Global Bank Corporation;003  Banco General, S.A.;645.63
148  Global Bank Corporation;024  Banco Internacional de Costa Rica, S.A.;2000000
148  Global Bank Corporation;024  Banco Internacional de Costa Rica, S.A.;5000000
148  Global Bank Corporation;024  Banco Internacional de Costa Rica, S.A.;4000000
148  Global Bank Corporation;024  Banco Internacional de Costa Rica, S.A.;4000000
148  Global Bank Corporation;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
148  Global Bank Corporation;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;5000000
148  Global Bank Corporation;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;10000000
148  Global Bank Corporation;045  The Bank Of Nova Scotia;2399409.38
148  Global Bank Corporation;045  The Bank Of Nova Scotia;10000000
148  Global Bank Corporation;045  The Bank Of Nova Scotia;5000000
148  Global Bank Corporation;045  The Bank Of Nova Scotia;10000000
148  Global Bank Corporation;050  Banco Aliado S.A.;24370000
148  Global Bank Corporation;056  Towerbank International Inc.;5000000
148  Global Bank Corporation;056  Towerbank International Inc.;5000000
148  Global Bank Corporation;140  Credicorp Bank S.A.;5000000
148  Global Bank Corporation;173  MMG Bank Corporation;273.36
148  Global Bank Corporation;182  Banistmo S.A.;100017.56
148  Global Bank Corporation;182  Banistmo S.A.;1529181.88
148  Global Bank Corporation;182  Banistmo S.A.;10000000
148  Global Bank Corporation;182  Banistmo S.A.;5000000
148  Global Bank Corporation;201  Banesco (Panamá), S.A.;2000000
148  Global Bank Corporation;231  Banco Prival, S.A.;5000000
148  Global Bank Corporation;233  Banco Lafise Panamá S.A.;5000000
148  Global Bank Corporation;A001  Banco Nacional de Panamá;46988387.22
148  Global Bank Corporation;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5000000
148  Global Bank Corporation;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5000000
148  Global Bank Corporation;E009 BANCO CENTROAMERICANO DE INTEGRACION ECONOMICA         ;5000000
148  Global Bank Corporation;E014 BANCO DE CREDITO E INVERSIONES                         ;10000000
148  Global Bank Corporation;E014 BANCO DE CREDITO E INVERSIONES                         ;5000000
148  Global Bank Corporation;E014 BANCO DE CREDITO E INVERSIONES                         ;4991911.11
148  Global Bank Corporation;E034 BANK OF CHINA ;4992788.19
148  Global Bank Corporation;E042 CITIBANK                                               ;53300802.09
148  Global Bank Corporation;E042 CITIBANK                                               ;542724.68
148  Global Bank Corporation;E042 CITIBANK                                               ;1092.13
148  Global Bank Corporation;E052 DEUTSCHE BANK                                          ;3807956.16
148  Global Bank Corporation;E052 DEUTSCHE BANK                                          ;10026116.97
148  Global Bank Corporation;E052 DEUTSCHE BANK                                          ;6914177.99
148  Global Bank Corporation;E052 DEUTSCHE BANK                                          ;2786147.29
148  Global Bank Corporation;E052 DEUTSCHE BANK                                          ;5577814.76
148  Global Bank Corporation;E057 EFG BANK                                               ;3111101.72
148  Global Bank Corporation;E062 GLOBAL BANK OVERSEAS LIMITED                           ;25000000
148  Global Bank Corporation;E062 GLOBAL BANK OVERSEAS LIMITED                           ;30000000
148  Global Bank Corporation;E062 GLOBAL BANK OVERSEAS LIMITED                           ;9500000
148  Global Bank Corporation;E062 GLOBAL BANK OVERSEAS LIMITED                           ;25000000
148  Global Bank Corporation;E062 GLOBAL BANK OVERSEAS LIMITED                           ;10000000
148  Global Bank Corporation;E069 JP MORGAN CHASE ;52138516.38
148  Global Bank Corporation;E069 JP MORGAN CHASE ;384717.43
148  Global Bank Corporation;E069 JP MORGAN CHASE ;533169.46
148  Global Bank Corporation;E069 JP MORGAN CHASE ;4148356.48
148  Global Bank Corporation;E069 JP MORGAN CHASE ;948.26
148  Global Bank Corporation;E069 JP MORGAN CHASE ;301109.07
148  Global Bank Corporation;E069 JP MORGAN CHASE ;8788.81
148  Global Bank Corporation;E069 JP MORGAN CHASE ;337.6
148  Global Bank Corporation;E069 JP MORGAN CHASE ;6299.69
148  Global Bank Corporation;E069 JP MORGAN CHASE ;3127.34
148  Global Bank Corporation;E078 MORGAN STANLEY                                         ;22533080.75
148  Global Bank Corporation;E090 SUMITOMO MITSUI BANKING                                ;10000000
148  Global Bank Corporation;E090 SUMITOMO MITSUI BANKING                                ;5000000
148  Global Bank Corporation;E090 SUMITOMO MITSUI BANKING                                ;10000000
148  Global Bank Corporation;E093 THE BANK OF MONTREAL                                   ;10000000
148  Global Bank Corporation;E101 UBS                                                    ;7296982.4
148  Global Bank Corporation;E176 BANCO DE CREDITO DEL PERU;5000000
148  Global Bank Corporation;E245 CHINA DEVELOPMENT BANK;43.57
148  Global Bank Corporation;E999 OTRAS ENTIDADES BANCARIAS;10000000
153  Austrobank Overseas (Panamá), S.A.;A001  Banco Nacional de Panamá;4872773.09
153  Austrobank Overseas (Panamá), S.A.;A001  Banco Nacional de Panamá;15977293.42
153  Austrobank Overseas (Panamá), S.A.;039  Keb Hana Bank;2441085.84
153  Austrobank Overseas (Panamá), S.A.;039  Keb Hana Bank;5168553.63
153  Austrobank Overseas (Panamá), S.A.;140  Credicorp Bank S.A.;2088589.65
153  Austrobank Overseas (Panamá), S.A.;245  Pacific Bank, S.A.;2393067.19
153  Austrobank Overseas (Panamá), S.A.;249  Canal Bank S.A.;2999974.65
153  Austrobank Overseas (Panamá), S.A.;E057 EFG BANK                                               ;166253.94
155  BAC International Bank, Inc.;A001  Banco Nacional de Panamá;20822008.89
155  BAC International Bank, Inc.;A001  Banco Nacional de Panamá;40397227.96
155  BAC International Bank, Inc.;A001  Banco Nacional de Panamá;6800000
155  BAC International Bank, Inc.;E005 BAC                                                    ;16618385.57
155  BAC International Bank, Inc.;E005 BAC                                                    ;3418606.11
155  BAC International Bank, Inc.;E005 BAC                                                    ;45256.79
155  BAC International Bank, Inc.;E005 BAC                                                    ;5000000
155  BAC International Bank, Inc.;E005 BAC                                                    ;20000000
155  BAC International Bank, Inc.;E005 BAC                                                    ;30000000
155  BAC International Bank, Inc.;E005 BAC                                                    ;20000000
155  BAC International Bank, Inc.;E008 BANCO BILBAO VIZCAYA ARGENTARIA                        ;8236065.99
155  BAC International Bank, Inc.;E033 BANK OF AMERICA;5562757.67
155  BAC International Bank, Inc.;E042 CITIBANK                                               ;28818133
155  BAC International Bank, Inc.;E042 CITIBANK                                               ;30000000
155  BAC International Bank, Inc.;E052 DEUTSCHE BANK                                          ;4399148.78
155  BAC International Bank, Inc.;E069 JP MORGAN CHASE ;2148359.13
155  BAC International Bank, Inc.;E089 STANDARD CHARTERED BANK                                ;430648.53
155  BAC International Bank, Inc.;E089 STANDARD CHARTERED BANK                                ;5433538.7
155  BAC International Bank, Inc.;E104 WELLS FARGO                                            ;13926900.4
173  MMG Bank Corporation;A001  Banco Nacional de Panamá;28589135.77
173  MMG Bank Corporation;A001  Banco Nacional de Panamá;523433.91
173  MMG Bank Corporation;A001  Banco Nacional de Panamá;173472.47
173  MMG Bank Corporation;A001  Banco Nacional de Panamá;500000
173  MMG Bank Corporation;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;6981800
173  MMG Bank Corporation;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;4984000
173  MMG Bank Corporation;148  Global Bank Corporation;69034.84
173  MMG Bank Corporation;148  Global Bank Corporation;250000
173  MMG Bank Corporation;182  Banistmo S.A.;1360040.12
173  MMG Bank Corporation;182  Banistmo S.A.;104112.89
173  MMG Bank Corporation;246  Banco Ficohsa (Panamá), S. A.;2000000
173  MMG Bank Corporation;E034 BANK OF CHINA ;4935500
173  MMG Bank Corporation;E057 EFG BANK                                               ;2562.21
173  MMG Bank Corporation;E101 UBS                                                    ;92313.75
174  BAC  Bank, Inc.;155  BAC International Bank, Inc.;2559870.63
174  BAC  Bank, Inc.;E005 BAC                                                    ;144009990.8
174  BAC  Bank, Inc.;E005 BAC                                                    ;100000000
174  BAC  Bank, Inc.;E005 BAC                                                    ;100000000
174  BAC  Bank, Inc.;E042 CITIBANK                                               ;250000
174  BAC  Bank, Inc.;E042 CITIBANK                                               ;725741.76
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;3302830.6
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;9054091.61
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;9177731.11
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;9090018.61
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;9030500
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;9030500
179  Scotiabank (Panamá), S.A.;045  The Bank Of Nova Scotia;9030500
182  Banistmo S.A.;A001  Banco Nacional de Panamá;72823837.44
182  Banistmo S.A.;A001  Banco Nacional de Panamá;3971162.42
182  Banistmo S.A.;A001  Banco Nacional de Panamá;3000000
182  Banistmo S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;20000000
182  Banistmo S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;20000000
182  Banistmo S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;25000000
182  Banistmo S.A.;027  Banco Latinoamericano de Comercio Exterior, S.A. (BLADE;25000000
182  Banistmo S.A.;050  Banco Aliado S.A.;3000000
182  Banistmo S.A.;050  Banco Aliado S.A.;3000000
182  Banistmo S.A.;050  Banco Aliado S.A.;3000000
182  Banistmo S.A.;050  Banco Aliado S.A.;3000000
182  Banistmo S.A.;056  Towerbank International Inc.;7000000
182  Banistmo S.A.;136  Metrobank, S.A.;5000000
182  Banistmo S.A.;140  Credicorp Bank S.A.;1000000
182  Banistmo S.A.;140  Credicorp Bank S.A.;4000000
182  Banistmo S.A.;201  Banesco (Panamá), S.A.;10000000
182  Banistmo S.A.;231  Banco Prival, S.A.;3000000
182  Banistmo S.A.;237  The Bank of Nova Scotia (Panamá), S.A.;10000000
182  Banistmo S.A.;237  The Bank of Nova Scotia (Panamá), S.A.;10000000
182  Banistmo S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;10000000
182  Banistmo S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;10000000
182  Banistmo S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;10000000
182  Banistmo S.A.;E014 BANCO DE CREDITO E INVERSIONES                         ;10000000
182  Banistmo S.A.;E033 BANK OF AMERICA;2474098.51
182  Banistmo S.A.;E033 BANK OF AMERICA;54131411.62
182  Banistmo S.A.;E042 CITIBANK                                               ;122951937.3
182  Banistmo S.A.;E042 CITIBANK                                               ;25000000
182  Banistmo S.A.;E046 CORPORACION ANDINA DE FOMENTO (CAF)                    ;10000000
182  Banistmo S.A.;E052 DEUTSCHE BANK                                          ;29986172.65
182  Banistmo S.A.;E052 DEUTSCHE BANK                                          ;35889270.49
182  Banistmo S.A.;E089 STANDARD CHARTERED BANK                                ;25467081.94
182  Banistmo S.A.;E094 THE BANK OF NEW YORK                                   ;3628213.81
182  Banistmo S.A.;E094 THE BANK OF NEW YORK                                   ;469036.26
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);7798.5
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);1721.86
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);1059707.19
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);107.96
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);1345.11
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);40000000
182  Banistmo S.A.;E097 MUFG BANK LTD  (antes THE BANK OF TOKYO MITSUBISHI);35000000
182  Banistmo S.A.;E101 UBS                                                    ;524981.88
182  Banistmo S.A.;E104 WELLS FARGO                                            ;1987237.37
182  Banistmo S.A.;E104 WELLS FARGO                                            ;969182.89
182  Banistmo S.A.;E123 BANCO NACIONAL DE MÉXICO, S.A. (BANAMEX);982021.84
182  Banistmo S.A.;E137 LANDESBANK BADEN-WÜRTTEMBERG;40000000
182  Banistmo S.A.;E137 LANDESBANK BADEN-WÜRTTEMBERG;30000000
185  St. Georges Bank & Company, Inc.;A001  Banco Nacional de Panamá;3666937.68
185  St. Georges Bank & Company, Inc.;A001  Banco Nacional de Panamá;14985521.99
185  St. Georges Bank & Company, Inc.;E033 BANK OF AMERICA;18872236.73
185  St. Georges Bank & Company, Inc.;E042 CITIBANK                                               ;47231217.51
185  St. Georges Bank & Company, Inc.;E069 JP MORGAN CHASE ;4010950
185  St. Georges Bank & Company, Inc.;E089 STANDARD CHARTERED BANK                                ;512414.17
185  St. Georges Bank & Company, Inc.;E089 STANDARD CHARTERED BANK                                ;3457230.87
185  St. Georges Bank & Company, Inc.;E112 PNC BANK N.A.;436282.7
186  Banco Azteca (Panamá), S.A.;A001  Banco Nacional de Panamá;1226241
186  Banco Azteca (Panamá), S.A.;A001  Banco Nacional de Panamá;438689.3
186  Banco Azteca (Panamá), S.A.;A001  Banco Nacional de Panamá;394721.45
186  Banco Azteca (Panamá), S.A.;A001  Banco Nacional de Panamá;1200000
186  Banco Azteca (Panamá), S.A.;148  Global Bank Corporation;311186.18
191  TAG Bank S.A.;210  Capital Bank Inc.;260109.29
191  TAG Bank S.A.;E165 BRADESCO;558532.33
191  TAG Bank S.A.;E208 BTG Pactual;146581.07
195  Banco Pichincha Panamá, S. A.;A001  Banco Nacional de Panamá;9277396.19
195  Banco Pichincha Panamá, S. A.;003  Banco General, S.A.;164329.31
195  Banco Pichincha Panamá, S. A.;182  Banistmo S.A.;505257.3
195  Banco Pichincha Panamá, S. A.;182  Banistmo S.A.;4300000
195  Banco Pichincha Panamá, S. A.;185  St. Georges Bank & Company, Inc.;62459.38
195  Banco Pichincha Panamá, S. A.;E024 BANCO PICHINCHA                                        ;10300000
195  Banco Pichincha Panamá, S. A.;E042 CITIBANK                                               ;30905899.98
195  Banco Pichincha Panamá, S. A.;E048 CREDIT SUISSE                                          ;12080806
195  Banco Pichincha Panamá, S. A.;E078 MORGAN STANLEY                                         ;16.61
195  Banco Pichincha Panamá, S. A.;E087 SMITH BARNEY                                           ;12028.44
195  Banco Pichincha Panamá, S. A.;E101 UBS                                                    ;35538480.78
195  Banco Pichincha Panamá, S. A.;E197 Diners Club;1000000
196  Banco Delta, S.A.;A001  Banco Nacional de Panamá;777589.32
196  Banco Delta, S.A.;A001  Banco Nacional de Panamá;365133.12
196  Banco Delta, S.A.;A001  Banco Nacional de Panamá;2550482.65
196  Banco Delta, S.A.;003  Banco General, S.A.;446978.7
196  Banco Delta, S.A.;003  Banco General, S.A.;78588.74
196  Banco Delta, S.A.;003  Banco General, S.A.;3427000
